1	0.291304348	4.7
1	0.368421053	16.49175412
1	0.237288136	6.084656085
1	0.223728814	23.61552511
1	0.281355932	8.719155897
1	0.195555556	8.284541176
2	0.673333333	16.12413738
2	0.4	20.28461959
2	0.753333333	10.20530138
2	0.726666667	24.94017572
2	0.347826087	22.44667129
2	0.54	23.27526003
2	0.221621622	21.05811406
2	0.148888889	6.316658916
2	0.713333333	29.02900205
2	0.72	22.98602369
2	0.533333333	19.88696087
2	0.2	17.39860162
2	0.197297297	12.79753568
2	0.284745763	21.95048502
2	0.217391304	13.68126302
2	0.254237288	29.55208599
2	0.313043478	12.3424253
2	0.194594595	4.252948927
3	0.062222222	1.512145727
3	0.115555556	4.702815433
3	0.093333333	5.291684272
3	0.061538462	0.654207393
3	0.111111111	3.786300667
3	0.12	18.19718461
3	0.084444444	2.166114434
3	0.122222222	3.055075787
3	0.071794872	0.790315177
3	0.093333333	4.354478268
3	0.14	8.043007775
4	0.343478261	36.88865442
4	0.410526316	25.05782469
